"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SNORD116-10",0.0740300000000005,4.820255,0.857426824164774,0.409412005884445,0.506718253754033,-7.45634938378151
"LGI1",0.0764133333333348,4.97432333333333,0.85723689678064,0.409512517686036,0.506809379654639,-7.4565156065178
"AKNAD1",0.0670566666666668,6.15995833333333,0.857169139362319,0.40954837975723,0.506820488859945,-7.45657489940102
"CYSRT1",-0.0728366666666673,8.45360833333333,-0.856708312399732,0.409792338838364,0.507089101972036,-7.45697804914791
"MEF2A",0.0594766666666668,10.002085,0.856308102641797,0.410004287451296,0.507289634565197,-7.45732801459019
"OR6K3",-0.056846666666666,4.16223,-0.856300686683829,0.410008215597865,0.507289634565197,-7.45733449816124
"EMC1",-0.0571666666666619,10.5548166666667,-0.855417787753145,0.41047605917293,0.507835150716604,-7.45810604144215
"ZBTB21",-0.0677933333333343,9.40923,-0.855255539728076,0.41056207288533,0.507908231786412,-7.45824775012917
"CDK10",-0.0584899999999973,9.80445833333333,-0.854591972335809,0.410913981704218,0.508297886763127,-7.4588270700293
"PAPOLB",-0.0773333333333337,5.81132,-0.854559940672585,0.410930974180152,0.508297886763127,-7.4588550249415
"OR8B12",-0.0685133333333328,6.17121333333333,-0.854453333784634,0.41098753149133,0.508334489609807,-7.45894805709025
"CHRNA7",-0.0904166666666644,7.00100166666667,-0.854204359156706,0.411119638562512,0.508464526082004,-7.45916528905078
"KCNK15",-0.0651233333333323,8.904695,-0.854037023839235,0.411208443595097,0.508540993912692,-7.45931125902815
"MGC16025",0.0802666666666667,7.37372333333333,0.853900673106283,0.411280814675431,0.508568259391219,-7.45943018200304
"ZNF764",0.0644466666666652,8.32165333333334,0.853893829651268,0.411284447213364,0.508568259391219,-7.45943615031898
"VCAM1",0.0577233333333327,6.16629166666667,0.8538177719374,0.411324820465443,0.508584821631514,-7.4595024789733
"TAS2R43",-0.063443333333332,3.718905,-0.85357177725804,0.411455418686141,0.508712933537906,-7.45971697135522
"PTPN7",-0.0806733333333343,6.82011333333333,-0.853464478746235,0.411512392099396,0.508748859741061,-7.45981051216297
"OR5C1",-0.088043333333335,7.441975,-0.85338087177759,0.411556789466231,0.508748859741061,-7.45988339199074
"MED19",0.06081,8.10067833333333,0.85336458206125,0.411565440085469,0.508748859741061,-7.45989759093684
"DTWD1",-0.0926833333333335,8.224915,-0.853294862030785,0.411602466149563,0.508761267417573,-7.45995835978153
"PPBPP2",-0.0642300000000002,6.21767833333333,-0.853008208415125,0.411754722339146,0.508916094336168,-7.46020816491805
"GATD1",-0.065646666666666,9.10878,-0.852699289924556,0.411918847174401,0.509085569270611,-7.46047729050211
"PGAP4",0.0592166666666678,8.008315,0.852644999762831,0.411947695482591,0.509087846305384,-7.4605245785259
"EFCAB6",0.0611766666666664,6.05895833333333,0.852406330888632,0.412074533806199,0.509211211850584,-7.46073243349998
"PUDP",-0.0911800000000005,6.96425,-0.852276414187926,0.412143587911288,0.509263160442822,-7.46084555556591
"NID2",0.0708266666666688,6.96760333333333,0.852217270282416,0.412175027026877,0.509268626498241,-7.46089704879478
"FBXO47",-0.0604699999999978,4.443555,-0.851995044041911,0.412293170283243,0.509381213331329,-7.46109050052577
"CLUL1",-0.0623166666666668,5.39043833333333,-0.851739103146117,0.412429265795907,0.509515963662012,-7.46131324664032
"KRTAP5-4",-0.0809766666666656,6.81413166666667,-0.851642845229768,0.412480458401857,0.509545813979909,-7.46139700500666
"TUSC3",-0.0649333333333306,11.0631666666667,-0.851170124603549,0.412731926558663,0.509823048788241,-7.46180822014256
"PTGDS",-0.0748166666666679,7.22325166666667,-0.850612627837628,0.413028625271279,0.510156114204487,-7.4622929239594
"HPF1",0.081039999999998,8.39846666666667,0.850474926976791,0.413101931588575,0.510213228878741,-7.46241260218326
"INTS10",-0.0754366666666648,9.67135833333333,-0.850370723217936,0.413157411256974,0.510248320204745,-7.4625031561959
"TASP1",0.0856166666666667,8.75845166666667,0.850195295932592,0.413250822782044,0.510327532487807,-7.46265558211834
"N4BP2",0.0809966666666693,8.214405,0.850148591846872,0.413275694178498,0.510327532487807,-7.46269615789178
"SDR16C5",-0.08237,5.518395,-0.849806015116078,0.413458157974594,0.510519403679772,-7.46299372338932
"CDKN2AIP",-0.0640366666666665,9.791405,-0.849434629118345,0.413656027643757,0.510730270966234,-7.46331619405211
"CLIC3",0.0695300000000012,7.74319833333333,0.84935078963388,0.413700705081744,0.510751980581306,-7.46338897391043
"MIR92A2",-0.0597133333333328,3.71996,-0.848523655349451,0.414141653347421,0.51126288849065,-7.46410665953017
"SEPTIN7",-0.0868666666666691,10.3073666666667,-0.848168109777344,0.414331293377395,0.511462473276569,-7.46441496977586
"TDGF1",-0.0882099999999992,3.388745,-0.848118820064601,0.414357588026087,0.511462473276569,-7.46445770224828
"AKR7A3",-0.0589766666666662,8.34912166666667,-0.848064182514149,0.414386736908106,0.511464962839959,-7.46450506856359
"PTPRJ",-0.0627333333333358,10.7056666666667,-0.847839795647652,0.414506460771376,0.511579238706378,-7.46469956565372
"METTL26",-0.0584566666666682,9.76085833333333,-0.847521276236224,0.414676450049501,0.511755532561908,-7.46497557865003
"KRTAP27-1",-0.105536666666666,6.00596166666667,-0.846609681148449,0.415163215075913,0.51232271323619,-7.46576501820213
"CCL18",-0.0688666666666666,6.66312666666667,-0.846555654294368,0.415192075911684,0.512324790404605,-7.46581178193775
"IL33",0.063413333333334,4.37178,0.846270059863164,0.415344661279483,0.51247952675609,-7.46605893884553
"FGL1",-0.0759566666666669,4.01450833333333,-0.846022274600613,0.415477076835163,0.512599406821967,-7.4662733159056
"DNASE1L3",-0.12066,5.30872333333333,-0.845986487439561,0.415496203715434,0.512599406821967,-7.4663042734264
"RNF149",0.0679199999999991,8.75653,0.845927430304092,0.415527768811358,0.512604801378373,-7.46635535801777
"COPS9",-0.0643933333333333,9.38133,-0.845747868611172,0.415623751589593,0.512689657192476,-7.46651066015815
"NANOGNB",-0.0766533333333337,4.59034333333333,-0.84508534494665,0.415978025679297,0.513068949720421,-7.46708342350799
"HOXA4",-0.0667566666666666,8.98236833333333,-0.845071057316435,0.415985668003126,0.513068949720421,-7.46709577107233
"ZNF451",0.0917266666666663,9.14105666666667,0.844701274115053,0.41618349456182,0.513279362511277,-7.46741527894803
"ATP11B",0.0642333333333323,10.6192833333333,0.843749106947665,0.416693176168593,0.513841015753934,-7.46823742497024
"LOC107985946",-0.0610433333333322,7.97180166666667,-0.84374865682852,0.416693417210249,0.513841015753934,-7.46823781343164
"GAS2L2",-0.0722800000000001,7.52071,-0.843684427169288,0.416727813561377,0.513849343081668,-7.46829324298484
"FOXN3",0.061200000000003,10.1427,0.843634247649401,0.41675468709223,0.513849343081668,-7.46833654482808
"OR4A16",0.0598233333333336,3.955135,0.842670996421446,0.417270780075566,0.514452025847253,-7.46916733264772
"SERPINB9P1",-0.0647566666666668,6.69758833333333,-0.842558463396164,0.417331101296933,0.514492746749623,-7.46926433604115
"ZNF675",-0.0636933333333296,9.53466,-0.842023215982076,0.417618090881354,0.514812884593539,-7.46972556303431
"TDRD9",-0.0690799999999996,4.78333333333333,-0.841810331369421,0.417732272452875,0.514919967829017,-7.46990893578148
"NOD1",-0.0743433333333323,7.760405,-0.841700521066237,0.417791177876725,0.514958905070886,-7.4700035073121
"TPD52L1",0.0573166666666687,9.529605,0.841608384174936,0.417840607075992,0.514986157828671,-7.47008284966375
"IZUMO2",0.0717666666666688,6.24972666666667,0.840948618615356,0.418194670005904,0.515388841807094,-7.47065077404412
"MACROD1",-0.0658533333333331,8.61449666666667,-0.840729074790114,0.418312532772789,0.515483274543196,-7.47083966989906
"LZTS1",0.057266666666667,8.66435666666667,0.840673497214698,0.418342373299385,0.515483274543196,-7.47088748205161
"FRMPD1",-0.0924666666666667,5.82520333333333,-0.840653091828082,0.418353329650223,0.515483274543196,-7.47090503565427
"DACT3",-0.0924899999999962,8.55990166666667,-0.840465400163746,0.418454116766866,0.51557376177596,-7.47106647862285
"SLURP1",-0.0574399999999997,7.45240666666667,-0.839723676127314,0.418852568957729,0.516030963820805,-7.47170416217433
"PPP1R13L",-0.0615633333333321,8.238155,-0.839366446723494,0.419044562445538,0.516182325414464,-7.47201110681198
"CRYGD",-0.0731000000000002,5.69255,-0.839359401316243,0.419048349603947,0.516182325414464,-7.47201715932924
"ZNF592",0.0637000000000025,11.11695,0.839342242877559,0.419057572974535,0.516182325414464,-7.47203189948903
"MAT1A",-0.0818633333333327,6.53387166666667,-0.83888475544704,0.419303541609037,0.516451555888399,-7.47242481168647
"RANGRF",-0.062733333333334,9.28279666666667,-0.838826146072696,0.41933506000023,0.516456632435929,-7.47247513461098
"ZNF589",-0.0667699999999982,9.100475,-0.838713487398577,0.419395648970832,0.516497509554397,-7.47257185641762
"ZNF80",-0.0896100000000004,5.89909166666667,-0.838541477470002,0.419488168966873,0.516577702717175,-7.47271951150274
"RAI2",-0.0769966666666679,7.04800833333333,-0.838303330912597,0.419616284847463,0.516701717006959,-7.47292389494442
"XKRX",-0.0869566666666639,5.46874833333333,-0.837807263557252,0.419883238783355,0.516996664552908,-7.47334946848301
"SNORA2A",-0.086106666666665,6.49499,-0.83759485144188,0.419997581138724,0.517103677228534,-7.47353162789023
"ANOS1",-0.0673333333333339,5.55950333333333,-0.837470445230205,0.420064559224785,0.517152364547181,-7.473638296714
"TBC1D25",0.0590299999999981,9.58970833333333,0.837330155357984,0.420140097375079,0.517195256702862,-7.47375856782671
"KCNK12",-0.0799299999999992,8.247125,-0.837273080860941,0.420170831363134,0.517195256702862,-7.47380749296202
"DCTD",-0.0615333333333297,11.6382,-0.837252885170969,0.420181706880501,0.517195256702862,-7.47382480431419
"MIP",-0.0867633333333329,6.88872166666667,-0.837008516894993,0.420313315815848,0.517323473259634,-7.47403424289924
"C4orf17",-0.0888133333333334,5.11218,-0.836904944541939,0.420369104901924,0.517358359764064,-7.47412299450654
"OR4K5",-0.0885200000000008,4.66642666666667,-0.836666452507723,0.420497587120596,0.517482701058256,-7.47432732260659
"GARRE1",0.0593900000000005,8.98191166666667,0.836413535195944,0.420633869360804,0.517616624539495,-7.47454395352929
"CARMIL3",-0.0737999999999994,7.39820666666667,-0.835498622604439,0.421127108803972,0.518189760317473,-7.47532712053337
"SNORD115-14",0.0693900000000012,3.374375,0.835273728887455,0.421248410719979,0.518305188335117,-7.47551951438159
"TAF6L",0.0623500000000003,9.279595,0.835221111374112,0.421276794634463,0.518306282186024,-7.4755645214388
"STK11",-0.0783833333333348,8.67902833333333,-0.834608891321273,0.421607143775854,0.518678866234982,-7.47608800797375
"CIART",-0.0654533333333331,6.29158666666667,-0.833915562841117,0.421981467526923,0.519105497543071,-7.47668043880425
"RACK1",0.05596666666667,14.0514166666667,0.833791866047499,0.422048274007667,0.519153801847865,-7.47678608882097
"OR2B3",-0.0893233333333328,5.29116833333333,-0.833600002984533,0.422151909887862,0.519215369955409,-7.47694993263795
"ABITRAM",-0.0621333333333336,10.6955666666667,-0.833579447505787,0.422163014050499,0.519215369955409,-7.47696748426995
"GYS1",0.0551333333333321,11.1240333333333,0.833481647697603,0.422215848623298,0.519215369955409,-7.47705098701094
"REG1B",-0.0932899999999997,4.81941166666667,-0.833435739394319,0.422240651275592,0.519215369955409,-7.47709018113521
"TACO1",-0.0613866666666674,9.70409,-0.833412556464008,0.422253176572853,0.519215369955409,-7.47710997279347
"DNAAF3",0.0658066666666688,8.37660666666667,0.833326002018602,0.422299942491021,0.519215369955409,-7.47718386149329
"SLC6A11",-0.0887733333333331,6.65759666666667,-0.83330816340352,0.42230958123853,0.519215369955409,-7.47719908889481
"DDX50",0.0600066666666699,9.58379,0.833291341007098,0.422318671026804,0.519215369955409,-7.47721344856832
"ABCB6",0.0673733333333324,8.71565333333333,0.833124073997851,0.42240905894245,0.519292628806842,-7.47735621453779
"RGS21",0.0708133333333354,5.03081,0.833021614298308,0.422464432601929,0.519326835277402,-7.47744365360261
"KCTD13",0.0690833333333352,9.725925,0.832902060897522,0.422529050568559,0.519372400382623,-7.47754566843825
"SNORA15",0.0730499999999994,6.639145,0.832827635982339,0.422569280167225,0.51938798333653,-7.47760916864778
"RPL8",0.0559333333333356,14.0113333333333,0.832712460524771,0.42263154208309,0.519430642835332,-7.47770742783474
"OR2D2",-0.0935199999999998,6.34080333333333,-0.832507864652118,0.422742158282096,0.51953272219674,-7.47788194436001
"PSME4",-0.0591666666666661,11.46935,-0.832250065368712,0.422881566810073,0.519670170530423,-7.47810178857223
"LINC01547",-0.0547300000000011,8.178775,-0.83143774973504,0.423321038463817,0.520171784135868,-7.47879411650227
"SNORD115-15",0.0597800000000008,3.13437666666667,0.83139358175346,0.423344942560739,0.520171784135868,-7.47883174330688
"WWP1",0.0629333333333353,10.5958666666667,0.830930130414518,0.42359582078676,0.520446119901663,-7.47922645223704
"DEFB119",-0.0830100000000007,5.49147166666667,-0.830042083226037,0.424076820841458,0.521003138013707,-7.47998223538071
"PABPC1P2",-0.0717633333333314,6.795315,-0.829127820412288,0.424572400633918,0.521577994418377,-7.48075958451003
"IL3",-0.0689133333333336,5.72215666666667,-0.828831826263975,0.424732928116802,0.521741198222979,-7.48101109057627
"RHCG",-0.0620500000000019,6.536625,-0.828616524845936,0.42484971864926,0.521850657865198,-7.48119398226791
"OR4C12",0.061986666666666,4.44181,0.828024096919433,0.425171192365001,0.522185789994726,-7.48169701436994
"CA2",-0.0604499999999986,5.23576166666667,-0.82801163164603,0.425177958231873,0.522185789994726,-7.48170759525376
"ZNF561",-0.0692566666666661,9.66646166666667,-0.827547876654341,0.425429724848243,0.522432011775068,-7.48210114390973
"ZBTB47",-0.0974666666666666,7.98148,-0.8275402496978,0.425433866254261,0.522432011775068,-7.48210761461907
"PPP1R14D",-0.0754366666666648,6.944915,-0.826652534806987,0.425916075143951,0.522990094615595,-7.48286039200514
"UBC",0.0570000000000004,13.8246,0.826556219124196,0.425968415920263,0.523020296262156,-7.48294202426088
"MIR107",-0.0707166666666659,7.25455833333333,-0.826332560868657,0.426089974904777,0.523135477200075,-7.48313155316801
"USP27X-DT",-0.0813266666666648,7.36953333333333,-0.825991527662308,0.426275371971538,0.523329015762648,-7.48342045885244
"ASB14",-0.0776633333333328,4.621805,-0.825794827273696,0.426382329281653,0.523426236603831,-7.4835870453274
"YTHDC1",-0.0858599999999967,10.1655633333333,-0.825688879186652,0.426439946742681,0.523462879211192,-7.48367675872865
"MAPK12",0.0645933333333346,9.11128,0.825427230047628,0.426582260865355,0.523603476987421,-7.48389827114866
"TTC7B",-0.0762133333333335,9.01412333333334,-0.825320255766916,0.426640454560364,0.523617750903024,-7.48398881781273
"APOL2",-0.0638199999999971,7.96107666666667,-0.825303733297703,0.426649443205689,0.523617750903024,-7.48400280206716
"CTAGE7P",-0.0767466666666667,5.28017666666667,-0.825246086254636,0.426680805655675,0.523622151384359,-7.48405159131858
"OR10G2",0.062843333333336,6.59137833333333,0.825122344864407,0.426748131424993,0.523670682560379,-7.48415630897839
"RND1",0.0570100000000009,6.831615,0.825045674609812,0.426789850063288,0.523687786470289,-7.48422118515245
"SIGLEC14",-0.0757066666666679,6.46968333333333,-0.824662380074873,0.426998453032793,0.523909648406742,-7.48454543810853
"TMEM108",-0.0769666666666664,7.47738666666667,-0.824174837786958,0.427263889348372,0.524201209118526,-7.48495768834436
"SPON1",-0.0684499999999986,6.25003833333333,-0.823751452796799,0.427494484935476,0.524440445795114,-7.48531551435845
"C22orf42",-0.060273333333333,6.94247666666667,-0.823714663480507,0.427514526048142,0.524440445795114,-7.48534659936295
"NDUFA5",0.0643800000000017,9.05907,0.823330648187775,0.427723757011767,0.524662803275123,-7.4856709984631
"ANKRD34B",-0.0672799999999993,4.02794666666667,-0.823267884289766,0.427757960422923,0.524662803275123,-7.48572400590497
"TRAF3IP1",0.0703866666666659,8.63946,0.823204555553727,0.4277924734851,0.524662803275123,-7.48577748676074
"RPS11",0.054433333333332,13.5509833333333,0.823177688195145,0.427807116287832,0.524662803275123,-7.48580017503484
"DBH",-0.0989600000000008,7.16489666666667,-0.82184115965243,0.428535948884166,0.525522454619791,-7.48692798651373
"RPL9",0.0574666666666648,12.5833333333333,0.821499305873664,0.428722499993352,0.525717026434312,-7.48721619482794
"DKK4",-0.0711466666666682,6.15974,-0.821025309395762,0.428981251048923,0.526000101699184,-7.48761563378968
"ASIP",-0.0840000000000005,7.29889,-0.82096423567323,0.429014598255797,0.526006776697238,-7.48766708605467
"RBIS",0.0659900000000029,9.47030833333333,0.819972792272326,0.429556182216802,0.526636549880914,-7.48850186519558
"LINC01465",-0.0558266666666656,7.36187666666667,-0.819772512161298,0.429665641818018,0.526736490467026,-7.48867038937723
"DPY19L1",-0.0646999999999984,10.13185,-0.819689016697574,0.429711280264099,0.526758183395665,-7.48874063523952
"FAM180B",-0.0639399999999988,7.06012666666667,-0.819413940952363,0.429861658806633,0.526874667370803,-7.48897201537437
"GPKOW",-0.0589266666666646,9.58731333333333,-0.819412946062957,0.429862202756509,0.526874667370803,-7.48897285210144
"MTMR8",0.0593200000000014,6.40003333333333,0.819292815742761,0.429927886646586,0.52691822692522,-7.48907387811749
"DPPA3",-0.0650133333333338,5.93175666666667,-0.81918612300186,0.429986228817887,0.52691822692522,-7.48916359253475
"LANCL3",-0.0621433333333323,6.88917833333333,-0.819161858556101,0.429999497935418,0.52691822692522,-7.48918399426546
"MMS19",0.0585333333333349,10.3287333333333,0.819132737911203,0.430015423044512,0.52691822692522,-7.489208478419
"EXOSC6",-0.0687999999999995,10.496,-0.819092368336654,0.430037500463875,0.52691822692522,-7.48924241921069
"SHBG",-0.0620233333333333,6.67336833333333,-0.81900257459238,0.430086609794758,0.526944149307226,-7.4893179081502
"GALNT17",-0.0605633333333317,5.98613166666667,-0.818712478487395,0.430245292387283,0.527049822803237,-7.48956173972992
"SERPINA7",-0.0673200000000005,4.51074666666667,-0.818706173398335,0.430248741701796,0.527049822803237,-7.48956703843412
"PROSER3",-0.0651399999999978,8.97438666666667,-0.818691561247314,0.430256735617156,0.527049822803237,-7.48957931813223
"RCAN3",0.0637766666666693,9.633915,0.818300265629368,0.430470839508128,0.527277829471587,-7.48990808131308
"ZNF534",-0.0796799999999998,5.89114333333333,-0.817994676243793,0.430638096839782,0.527448428531397,-7.49016473806207
"MRPS36",0.0622499999999988,7.889865,0.817826649595243,0.430730080686505,0.527526815944732,-7.49030582319157
"IL34",-0.0636200000000002,7.64937333333333,-0.817725098330438,0.430785679812755,0.527560634713847,-7.49039107920415
"PSG9",-0.0823566666666666,7.23358833333333,-0.817633243928543,0.430835974014143,0.527587952847902,-7.49046818626742
"WFS1",0.0584300000000013,9.13996166666667,0.817547982237448,0.430882661901313,0.527610851542816,-7.4905397522216
"NUP133",-0.0733999999999995,10.3822333333333,-0.816790269752546,0.431297719697973,0.528042848025747,-7.49117546154584
"OR2D3",-0.09246,4.82376,-0.816760099964053,0.431314251497827,0.528042848025747,-7.49120076273176
"EPGN",0.0656333333333348,3.91075666666667,0.816750533519329,0.431319493602486,0.528042848025747,-7.49120878523348
"MC3R",-0.087299999999999,6.51299,-0.816469406944444,0.431473560748698,0.528197161742562,-7.49144450319167
"CGA",-0.100496666666666,6.15023833333333,-0.816116607293427,0.43166695869995,0.528350003267294,-7.49174021558092
"SYNGR2",0.0745333333333367,9.31427666666667,0.816100611240791,0.431675728784343,0.528350003267294,-7.49175362059434
"MORN3",-0.0700566666666651,6.87518166666667,-0.816088266671257,0.431682496966891,0.528350003267294,-7.49176396543239
"IBSP",-0.0657066666666672,6.12881333333333,-0.81601253640612,0.431724019289948,0.528366518706409,-7.49182742490446
"METTL22",0.0572866666666663,9.01967666666667,0.815889081996561,0.431791714053023,0.528415061127859,-7.49193086445164
"CD300LB",-0.0637266666666667,6.45295333333333,-0.815044795731368,0.432254856404324,0.528947503932354,-7.4926379002443
"APCS",-0.0691933333333328,6.02136666666667,-0.814985804161451,0.4322872291257,0.52895278178947,-7.49268727766161
"TAAR6",-0.0749033333333333,4.821035,-0.814776715850218,0.432401983119728,0.52905885531187,-7.4928622642841
"CYP3A43",0.0616366666666668,5.03691833333333,0.814680244489886,0.432454936302884,0.529089304533078,-7.49294298802979
"LOC400940",-0.0758866666666664,5.69514,-0.814110733183797,0.432767628612085,0.529437508402,-7.4934193618083
"SEBOX",-0.0838233333333314,6.12162166666667,-0.813960096478861,0.432850361206896,0.529504358151279,-7.49354531408257
"CFAP97D1",-0.0795166666666667,5.01883166666667,-0.813657780585933,0.433016430439317,0.529673138032027,-7.49379802792254
"ZNF260",0.067866666666669,10.3447,0.813603930973273,0.433046015708942,0.529674957314382,-7.4938430335008
"RNASE1",-0.0779233333333327,7.23747833333333,-0.812910249275156,0.433427247436033,0.530092263214801,-7.49442255161732
"POU5F1P3",-0.0805333333333316,7.55446666666667,-0.812872360533069,0.433448076602405,0.530092263214801,-7.49445419214191
"SCARNA8",0.0909766666666663,8.787525,0.812829658640655,0.43347155256783,0.530092263214801,-7.49448985051413
"IL17RB",-0.0903133333333335,5.48412,-0.812628698290864,0.433582044601722,0.530192989283022,-7.49465764088163
"TMEM44",0.0604533333333306,8.02017,0.812271531987177,0.433778467632028,0.530398773648009,-7.49495576342486
"TTC31",0.067420000000002,9.25307666666667,0.811986382016228,0.43393532750001,0.530556158950751,-7.49519369130448
"RRH",-0.0716999999999999,5.69211,-0.811551226068842,0.434174777107502,0.530787085859685,-7.49555664063844
"CCNB1IP1",0.0625500000000017,8.49478833333333,0.811540802780134,0.434180513710485,0.530787085859685,-7.49556533224523
"MDFIC",-0.0572000000000017,10.5207666666667,-0.811434955475319,0.434238771086225,0.53082388131421,-7.49565358890754
"C6orf58",0.0558100000000001,4.94591166666667,0.811234062729912,0.43434935475385,0.530924632762601,-7.49582106742302
"TOP3B",0.0628800000000034,9.16882333333333,0.811077612804405,0.434435487220216,0.530966153547371,-7.49595146974498
"POM121L2",0.069283333333332,5.81308833333333,0.811067093698708,0.434441278847547,0.530966153547371,-7.49596023670675
"CBLN1",-0.0632433333333315,7.37821166666667,-0.810989395896535,0.434484059412405,0.530966153547371,-7.49602498943416
"ADNP",0.0564666666666707,11.6719666666667,0.810967730737469,0.434495988786894,0.530966153547371,-7.49604304402297
"ART5",0.0597366666666685,6.08081166666667,0.810621711878171,0.434686544597097,0.531164584961423,-7.49633133967957
"COMMD10",-0.0639700000000012,10.0655216666667,-0.81025992949752,0.434885840364141,0.531373669737128,-7.49663265238537
"OR4Q3",-0.131803333333333,4.836395,-0.810016986858619,0.4350197044048,0.531502783572162,-7.49683492166091
"CDC26",0.0707400000000007,9.49612666666667,0.809513192067042,0.435297387250068,0.531807585680559,-7.49725419969568
"PDZD9",-0.0706133333333341,5.24132666666667,-0.809060777964291,0.435546849334938,0.532077872906028,-7.49763051929012
"ISL1",-0.0714299999999977,8.31966166666667,-0.808916602576876,0.43562636770216,0.532140529908854,-7.49775040561636
"SWSAP1",0.0586866666666648,8.64384666666667,0.808568944108447,0.435818154221293,0.532328684243129,-7.49803941642026
"NMRAL2P",0.0797566666666683,7.41367833333333,0.808535015387551,0.435836874044266,0.532328684243129,-7.49806761568264
"CHRNB4",-0.0664366666666654,7.267745,-0.808295439893605,0.435969072407771,0.53244943913448,-7.49826670474837
"OR52A1",-0.0671833333333334,4.678485,-0.808253476219302,0.435992230782443,0.53244943913448,-7.49830157148882
"NEDD8P1",0.0844266666666673,8.11470666666667,0.808056782450452,0.43610079039769,0.532547515695204,-7.49846497880137
"PPCDC",-0.0697733333333339,7.73010666666667,-0.807737912422229,0.436276819525202,0.532727965077703,-7.49872981144211
"CRYBG2",-0.075153333333331,7.39411,-0.80765304787099,0.43632367605017,0.532750671495677,-7.49880027875617
"PFKFB1",0.0612433333333318,5.62291166666667,0.807270476542771,0.43653494738799,0.532974112254599,-7.49911786534525
"GFER",-0.05772333333333,8.65557833333333,-0.807139788664116,0.4366071339118,0.533027723681843,-7.49922632354503
"TCEAL5",-0.060106666666667,5.96315333333333,-0.80706060965666,0.436650872901982,0.53304660050999,-7.49929202681291
"NEXMIF",0.0593833333333338,6.01202833333333,0.806962115775959,0.436705285568899,0.533078504063933,-7.49937374969787
"KLRC1",-0.0602066666666676,4.56470333333333,-0.806729522534634,0.436833798727164,0.533200850803274,-7.49956670306495
"SLC25A11",-0.0550000000000015,11.4631333333333,-0.806514077146778,0.436952859455737,0.533311644778252,-7.49974538691655
"MS4A10",-0.117100000000002,6.38929333333333,-0.806299414511544,0.437071508806472,0.533421922343054,-7.49992337939396
"DCC",-0.0622366666666663,6.139435,-0.806197974393108,0.437127584629751,0.533455822998345,-7.50000747615769
"KRT10-AS1",0.0961466666666677,8.18501666666667,0.805829552208884,0.437331287145545,0.533669866259754,-7.50031282959763
"PARL",-0.0659566666666667,8.86453166666667,-0.805139528531625,0.437712972374952,0.534101057818643,-7.50088439703795
"OR6M1",-0.0827299999999997,4.41959166666667,-0.804739426882739,0.437934387883993,0.53433664375412,-7.50121561392734
"DLG5-AS1",0.0654633333333328,6.30607166666667,0.803895205601852,0.438401819357663,0.53485149336482,-7.50191400685057
"LOC440300",0.0553866666666671,8.07471333333333,0.803874846046048,0.438413096147324,0.53485149336482,-7.50193084150485
"TBX5",-0.059173333333332,7.07631666666667,-0.803358672329288,0.438699058948279,0.535165725764188,-7.50235752207362
"ESS2",-0.0555099999999982,8.64860166666667,-0.802551560211374,0.439146447989792,0.535653838594331,-7.50302421008482
"PRR32",-0.103823333333333,5.930095,-0.802534303219834,0.439156016947397,0.535653838594331,-7.50303845813637
"ANXA7",-0.0608633333333337,10.005235,-0.802463948282695,0.439195029993041,0.535666764389158,-7.50309654312102
"KATNBL1",-0.0830200000000012,9.15902666666667,-0.802388868950401,0.439236665301998,0.535682886563238,-7.5031585235654
"KLHL26",0.0622066666666701,8.71715,0.80219751529221,0.439342792327785,0.535777654170726,-7.50331646893383
"RAB32",-0.0671899999999983,8.22726166666667,-0.802028311911577,0.439436648530951,0.535825601601297,-7.50345610329994
"VAC14",-0.079066666666666,10.2958,-0.802024148378887,0.439438958185563,0.535825601601297,-7.50345953890707
"ATP6V0E2-AS1",0.058096666666664,8.05327166666667,0.801895040815889,0.439510582530289,0.535878273803665,-7.50356606624872
"MYH4",-0.0815066666666668,5.15972666666667,-0.801753238738482,0.439589258152105,0.535939535986634,-7.50368305031592
"RIPK2",0.0609000000000002,10.5075166666667,0.801690862561014,0.439623869059152,0.535947070790537,-7.50373450366748
"CCDC22",-0.0766033333333329,8.71138833333333,-0.801480495185662,0.439740609557044,0.536054722630615,-7.50390800689241
"PGS1",-0.0604933333333353,9.11741,-0.801079341018198,0.439963280802016,0.53629148440988,-7.50423875167646
"AGPAT2",0.0694800000000022,9.96660666666667,0.800987352794214,0.440014351698561,0.536307671928638,-7.50431457362844
"HTN3",-0.0563833333333346,4.10393166666667,-0.800952936276242,0.440033460385138,0.536307671928638,-7.50434293969736
"NCBP3",0.0700633333333336,10.184335,0.800812418678075,0.440111483984748,0.53633056376866,-7.50445874294112
"RPL14",0.0549333333333291,13.2081333333333,0.800809731321411,0.440112976250739,0.53633056376866,-7.50446095746696
"DEFB128",-0.0624166666666666,4.261645,-0.800765395616716,0.440137595963141,0.53633056376866,-7.5044974915076
"CCR2",-0.129339999999999,5.02937,-0.799970963991363,0.440578898243954,0.536786664131638,-7.50515182338503
"GIPC1",0.0652066666666702,9.75848333333333,0.799966584520073,0.440581331817075,0.536786664131638,-7.50515542892436
"CEACAM6",0.115123333333335,5.37086833333333,0.79993781489998,0.440597318662609,0.536786664131638,-7.50517911399413
"KLRB1",0.0633133333333333,4.65001333333333,0.799773613727711,0.440688570045679,0.536863140360029,-7.50531428083097
